dataset_release_version,public_schema_version,id,canonical_slug,name_zh,name_en,sex,life_status,public_json
2026.08.12.1,1.3.0,274e8509-a85f-5e9b-80a8-3e3eb4818033,cheng-dui-chengji-twin-2012,成对,Cheng Dui,male,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-births-2012-cheng-dui-relationship-round1200-local"",""src-panda-fr-births-2012-cheng-dui-round958-local"",""src-panda-fr-births-2012-chengdu-location-depth-round1427-local"",""src-panda-fr-births-2012-chengdui-lineage-rounds1707-1726-local"",""src-panda-fr-chengdui-birth-event-rounds2027-2046-local"",""src-pandapia-chengdui-chengji-twin-2012-round392-local""],""value"":""Cheng Dui / 成对""},{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-births-2012-cheng-dui-relationship-round1200-local"",""src-panda-fr-births-2012-cheng-dui-round958-local"",""src-panda-fr-births-2012-chengdu-location-depth-round1427-local"",""src-panda-fr-births-2012-chengdui-lineage-rounds1707-1726-local"",""src-panda-fr-chengdui-birth-event-rounds2027-2046-local"",""src-pandapia-chengdui-chengji-twin-2012-round392-local""],""value"":""成对 / Cheng Dui""}],""canonical_slug"":""cheng-dui-chengji-twin-2012"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-panda-fr-births-2012-cheng-dui-relationship-round1200-local"",""src-panda-fr-births-2012-cheng-dui-round958-local"",""src-panda-fr-births-2012-chengdu-location-depth-round1427-local"",""src-panda-fr-births-2012-chengdui-lineage-rounds1707-1726-local"",""src-panda-fr-chengdui-birth-event-rounds2027-2046-local"",""src-pandapia-chengdui-chengji-twin-2012-round392-local""],""value"":""Cheng Dui""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-panda-fr-births-2012-cheng-dui-relationship-round1200-local"",""src-panda-fr-births-2012-cheng-dui-round958-local"",""src-panda-fr-births-2012-chengdu-location-depth-round1427-local"",""src-panda-fr-births-2012-chengdui-lineage-rounds1707-1726-local"",""src-panda-fr-chengdui-birth-event-rounds2027-2046-local"",""src-pandapia-chengdui-chengji-twin-2012-round392-local""],""value"":""成对""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""male""}"
2026.08.12.1,1.3.0,275ad0df-c700-5991-a13a-0ca47c56eeba,xiao-xiao,晓晓,Xiao Xiao,male,alive,"{""aliases"":[],""canonical_slug"":""xiao-xiao"",""content"":[{""locale"":""zh-CN"",""summary"":""力力与真真之子，2021 年出生于上野动物园，与蕾蕾为双胞胎，2026 年返回雅安基地。"",""translation_status"":""approved""},{""locale"":""en"",""summary"":""Son of Ri Ri and Shin Shin, born at Ueno Zoo in 2021, twin of Lei Lei, and returned to Ya'an Base in 2026."",""translation_status"":""approved""}],""cover_image_url"":""https://api.zhipanda.com/media/releases/2026.07.20.2/media-xiao-xiao-ae1f68080472412c-w1200.webp"",""external_identifiers"":[{""source_ids"":[""src_tokyo_zoo_ueno_panda_history""],""system"":""tokyo_zoo_profile_key"",""value"":""xiao-xiao""}],""legacy_slugs"":[{""source_ids"":[""src_tokyo_zoo_ueno_panda_history""],""value"":""xiaoxiao""}],""life_status"":""alive"",""media"":[{""alt_en"":""Xiao Xiao in his habitat at Ueno Zoo"",""alt_zh"":""晓晓在上野动物园的栖息地内"",""bytes"":114184,""credit"":""江戸村のとくぞう / Wikimedia Commons"",""derivatives"":[{""bytes"":26032,""height"":436,""kind"":""width-480"",""mime_type"":""image/webp"",""sha256"":""ceb36d0ecf06610f698262e9323c465fd485569c16f9c5cb76ed65593cadf3e6"",""url"":""https://api.zhipanda.com/media/releases/2026.07.20.2/media-xiao-xiao-ae1f68080472412c-w480.webp"",""width"":480},{""bytes"":114184,""height"":1091,""kind"":""width-1200"",""mime_type"":""image/webp"",""sha256"":""bdc660eb0101f4f6913911905fb0d3c5b78f441abe5f3cff1c2292ecdc197bd5"",""url"":""https://api.zhipanda.com/media/releases/2026.07.20.2/media-xiao-xiao-ae1f68080472412c-w1200.webp"",""width"":1200}],""height"":1091,""id"":""media-xiao-xiao-ae1f68080472412c"",""mime_type"":""image/webp"",""panda_id"":""275ad0df-c700-5991-a13a-0ca47c56eeba"",""rights"":""CC BY-SA 4.0"",""sha256"":""bdc660eb0101f4f6913911905fb0d3c5b78f441abe5f3cff1c2292ecdc197bd5"",""source_ids"":[""src_commons_xiao_xiao_photo""],""source_url"":""https://commons.wikimedia.org/wiki/File:Ailuropoda_melanoleuca_Xiao_Xiao_220518e.jpg"",""status"":""available"",""url"":""https://api.zhipanda.com/media/releases/2026.07.20.2/media-xiao-xiao-ae1f68080472412c-w1200.webp"",""width"":1200}],""media_release"":{""display_mode"":""gallery"",""license_state"":""licensed"",""source_ids"":[""src_commons_xiao_xiao_photo""]},""names"":[{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src_tokyo_zoo_ueno_panda_history"",""src_ueno_twins_names_2021"",""src_ueno_xiaolei_return_2026""],""value"":""晓晓""},{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src_tokyo_zoo_ueno_panda_history"",""src_ueno_twins_names_2021"",""src_ueno_xiaolei_return_2026""],""value"":""Xiao Xiao""}],""record_tier"":""complete_first_pass"",""revision_summaries"":[{""locale"":""zh-CN"",""summary"":""完成身份、出生、居住、事件、亲缘与授权照片的公开审核。""},{""locale"":""en"",""summary"":""Reviewed identity, birth, residency, events, lineage, and licensed media.""}],""sex"":""male""}"
2026.08.12.1,1.3.0,2762f0e0-3e1a-5bfb-8b9d-909772dfb186,wu-wen-2024-cub-b,武雯2024小仔,Wu Wen's 2024 Cub B,unknown,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-pandapia-wuwen-2024-cub-b-round517-local"",""src-pandapia-wuwen-parent-evidence-mother-round517-local"",""src-xinhua-wu-wen-second-cub-outcome-round994-local"",""src-xinhua-wuwen-cubb-appearance-depth-round1452-local"",""src-xinhua-wuwen-cubb-location-rounds1727-1746-local"",""src-xinhua-wuwen-cubb-neonatal-event-rounds2087-2106-local"",""src-xinhua-wuwen-cubb-relationship-round1226-local""],""value"":""Wu Wen's 2024 Cub B / 武雯2024小仔""}],""canonical_slug"":""wu-wen-2024-cub-b"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-pandapia-wuwen-2024-cub-b-round517-local"",""src-pandapia-wuwen-parent-evidence-mother-round517-local"",""src-xinhua-wu-wen-second-cub-outcome-round994-local"",""src-xinhua-wuwen-cubb-appearance-depth-round1452-local"",""src-xinhua-wuwen-cubb-location-rounds1727-1746-local"",""src-xinhua-wuwen-cubb-neonatal-event-rounds2087-2106-local"",""src-xinhua-wuwen-cubb-relationship-round1226-local""],""value"":""Wu Wen's 2024 Cub B""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-pandapia-wuwen-2024-cub-b-round517-local"",""src-pandapia-wuwen-parent-evidence-mother-round517-local"",""src-xinhua-wu-wen-second-cub-outcome-round994-local"",""src-xinhua-wuwen-cubb-appearance-depth-round1452-local"",""src-xinhua-wuwen-cubb-location-rounds1727-1746-local"",""src-xinhua-wuwen-cubb-neonatal-event-rounds2087-2106-local"",""src-xinhua-wuwen-cubb-relationship-round1226-local""],""value"":""武雯2024小仔""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""unknown""}"
2026.08.12.1,1.3.0,27974411-4f19-55b8-8f63-90ffc5f7eee9,fei-fei-anshan-ganggang-mother,妃妃,Fei Fei,female,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-kanpanda-anshan-profile-2024-round48-local"",""src-kanpanda-feifei-lineage-rounds2007-2026-local"",""src-official-caption-fei-fei-anshan-ganggang-mother-round666-local"",""src-pandapia-feifei-profile-round700-local""],""value"":""Fei Fei / 妃妃""},{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-kanpanda-anshan-profile-2024-round48-local"",""src-kanpanda-feifei-lineage-rounds2007-2026-local"",""src-official-caption-fei-fei-anshan-ganggang-mother-round666-local"",""src-pandapia-feifei-profile-round700-local""],""value"":""妃妃 / Fei Fei""}],""canonical_slug"":""fei-fei-anshan-ganggang-mother"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-kanpanda-anshan-profile-2024-round48-local"",""src-kanpanda-feifei-lineage-rounds2007-2026-local"",""src-official-caption-fei-fei-anshan-ganggang-mother-round666-local"",""src-pandapia-feifei-profile-round700-local""],""value"":""Fei Fei""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-kanpanda-anshan-profile-2024-round48-local"",""src-kanpanda-feifei-lineage-rounds2007-2026-local"",""src-official-caption-fei-fei-anshan-ganggang-mother-round666-local"",""src-pandapia-feifei-profile-round700-local""],""value"":""妃妃""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
2026.08.12.1,1.3.0,28782118-99c2-5f47-b5e7-12821b2f1f18,xin-bao,鑫宝,Xin Bao,female,unknown,"{""aliases"":[],""canonical_slug"":""xin-bao"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-san-diego-giant-pandas-current-2026"",""src-xinhua-sandiego_adaptation-round32-local"",""src-xinhua-sandiego_debut-round32-local"",""src-xinhua-sandiego_departure-round32-local""],""value"":""Xin Bao""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-san-diego-giant-pandas-current-2026"",""src-xinhua-sandiego_adaptation-round32-local"",""src-xinhua-sandiego_debut-round32-local"",""src-xinhua-sandiego_departure-round32-local""],""value"":""鑫宝""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
2026.08.12.1,1.3.0,2939c16f-1938-5629-928c-b36b1d5cd6ed,mei-xiang,美香,Mei Xiang,female,alive,"{""aliases"":[{""kind"":""historic_spelling"",""language"":""en"",""source_ids"":[""src_smithsonian_history""],""value"":""Mei-Xiang""}],""canonical_slug"":""mei-xiang"",""content"":[{""locale"":""zh-CN"",""summary"":""曾生活于史密森国家动物园的雌性大熊猫，是泰山、宝宝、贝贝和小奇迹的母亲。"",""translation_status"":""approved""},{""locale"":""en"",""summary"":""Former Smithsonian female and mother of Tai Shan, Bao Bao, Bei Bei, and Xiao Qi Ji."",""translation_status"":""approved""}],""cover_image_url"":null,""external_identifiers"":[{""source_ids"":[""src_smithsonian_history""],""system"":""smithsonian_history_key"",""value"":""mei-xiang""}],""legacy_slugs"":[{""source_ids"":[""src_smithsonian_history""],""value"":""meixiang""},{""source_ids"":[""src_smithsonian_history""],""value"":""mei_xiang""}],""life_status"":""alive"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src_smithsonian_history""],""value"":""美香""},{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src_smithsonian_history""],""value"":""Mei Xiang""},{""kind"":""pinyin"",""language"":""pinyin"",""primary"":true,""source_ids"":[""src_smithsonian_history""],""value"":""Měixiāng""}],""record_tier"":""complete_first_pass"",""revision_summaries"":[{""locale"":""zh-CN"",""summary"":""完成身份、出生日期、居住记录、迁移事件与公开来源的首轮整理。""},{""locale"":""en"",""summary"":""First public review of identity, birth date, residencies, transfer events, and sources.""}],""sex"":""female""}"
2026.08.12.1,1.3.0,29ad40ad-a475-53df-9011-a66d9dc8061b,olympia-kelin-twin-2015,奥林匹亚,Olympia,female,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-births-2022-olympia-reproduction-depth-round1553-local"",""src-pandapia-olympia-alias-rounds1887-1906-local"",""src-pandapia-olympia-kelin-twin-2015-round439-local"",""src-xinhua-olympia-fuwa-round439-local""],""value"":""Olympia / 奥林匹亚""},{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-births-2022-olympia-reproduction-depth-round1553-local"",""src-pandapia-olympia-alias-rounds1887-1906-local"",""src-pandapia-olympia-kelin-twin-2015-round439-local"",""src-xinhua-olympia-fuwa-round439-local""],""value"":""奥林匹亚 / 科大""}],""canonical_slug"":""olympia-kelin-twin-2015"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-panda-fr-births-2022-olympia-reproduction-depth-round1553-local"",""src-pandapia-olympia-alias-rounds1887-1906-local"",""src-pandapia-olympia-kelin-twin-2015-round439-local"",""src-xinhua-olympia-fuwa-round439-local""],""value"":""Olympia""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-panda-fr-births-2022-olympia-reproduction-depth-round1553-local"",""src-pandapia-olympia-alias-rounds1887-1906-local"",""src-pandapia-olympia-kelin-twin-2015-round439-local"",""src-xinhua-olympia-fuwa-round439-local""],""value"":""奥林匹亚""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
2026.08.12.1,1.3.0,2a3aaa93-8b2a-52b1-b0bf-a446e0479165,ba-xi-ximei-offspring-2015,八喜,Ba Xi,male,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-china-news-ba-xi-prerelease-exam-round954-local"",""src-china-news-baxi-prerelease-event-rounds2087-2106-local"",""src-panda-fr-births-2015-baxi-location-depth-round1656-local"",""src-panda-fr-births-2015-jingao-jingyun-baxi-depth-rounds1371-1372-1375-local"",""src-pandapia-baxi-identity-rounds1947-1966-local"",""src-pandapia-baxi-ximei-offspring-2015-round330-local""],""value"":""Ba Xi / 八喜""},{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-china-news-ba-xi-prerelease-exam-round954-local"",""src-china-news-baxi-prerelease-event-rounds2087-2106-local"",""src-panda-fr-births-2015-baxi-location-depth-round1656-local"",""src-panda-fr-births-2015-jingao-jingyun-baxi-depth-rounds1371-1372-1375-local"",""src-pandapia-baxi-identity-rounds1947-1966-local"",""src-pandapia-baxi-ximei-offspring-2015-round330-local""],""value"":""八喜 / Ba Xi""}],""canonical_slug"":""ba-xi-ximei-offspring-2015"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-china-news-ba-xi-prerelease-exam-round954-local"",""src-china-news-baxi-prerelease-event-rounds2087-2106-local"",""src-panda-fr-births-2015-baxi-location-depth-round1656-local"",""src-panda-fr-births-2015-jingao-jingyun-baxi-depth-rounds1371-1372-1375-local"",""src-pandapia-baxi-identity-rounds1947-1966-local"",""src-pandapia-baxi-ximei-offspring-2015-round330-local""],""value"":""Ba Xi""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-china-news-ba-xi-prerelease-exam-round954-local"",""src-china-news-baxi-prerelease-event-rounds2087-2106-local"",""src-panda-fr-births-2015-baxi-location-depth-round1656-local"",""src-panda-fr-births-2015-jingao-jingyun-baxi-depth-rounds1371-1372-1375-local"",""src-pandapia-baxi-identity-rounds1947-1966-local"",""src-pandapia-baxi-ximei-offspring-2015-round330-local""],""value"":""八喜""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""male""}"
2026.08.12.1,1.3.0,2a4fb18f-c8a8-5ef9-9988-3989a23c5c2e,yue-xuan-nanxiaoyue-twin-2025,月轩,Yue Xuan,female,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-births-2025-relationship-depth-rounds1187-1192-local"",""src-panda-fr-births-2025-yuchen-yue-twins-location-depth-rounds1409-1411-local"",""src-panda-fr-yue-xuan-birth-list-round941-local"",""src-pandapia-yue-xuan-nanxiaoyue-twin-2025-round808-local"",""src-pandapia-yuexuan-birth-event-rounds2007-2026-local"",""src-pandapia-yuexuan-lineage-rounds1687-1706-local"",""src-pandapia-yuexuan-nanxiaoyue-twin-2025-round380-local""],""value"":""Yue Xuan / 月轩""},{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-births-2025-relationship-depth-rounds1187-1192-local"",""src-panda-fr-births-2025-yuchen-yue-twins-location-depth-rounds1409-1411-local"",""src-panda-fr-yue-xuan-birth-list-round941-local"",""src-pandapia-yue-xuan-nanxiaoyue-twin-2025-round808-local"",""src-pandapia-yuexuan-birth-event-rounds2007-2026-local"",""src-pandapia-yuexuan-lineage-rounds1687-1706-local"",""src-pandapia-yuexuan-nanxiaoyue-twin-2025-round380-local""],""value"":""月轩 / Yue Xuan""}],""canonical_slug"":""yue-xuan-nanxiaoyue-twin-2025"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-panda-fr-births-2025-relationship-depth-rounds1187-1192-local"",""src-panda-fr-births-2025-yuchen-yue-twins-location-depth-rounds1409-1411-local"",""src-panda-fr-yue-xuan-birth-list-round941-local"",""src-pandapia-yue-xuan-nanxiaoyue-twin-2025-round808-local"",""src-pandapia-yuexuan-birth-event-rounds2007-2026-local"",""src-pandapia-yuexuan-lineage-rounds1687-1706-local"",""src-pandapia-yuexuan-nanxiaoyue-twin-2025-round380-local""],""value"":""Yue Xuan""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-panda-fr-births-2025-relationship-depth-rounds1187-1192-local"",""src-panda-fr-births-2025-yuchen-yue-twins-location-depth-rounds1409-1411-local"",""src-panda-fr-yue-xuan-birth-list-round941-local"",""src-pandapia-yue-xuan-nanxiaoyue-twin-2025-round808-local"",""src-pandapia-yuexuan-birth-event-rounds2007-2026-local"",""src-pandapia-yuexuan-lineage-rounds1687-1706-local"",""src-pandapia-yuexuan-nanxiaoyue-twin-2025-round380-local""],""value"":""月轩""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
2026.08.12.1,1.3.0,2a589b9f-1700-5b1e-8c2f-8203190da905,xiao-xin-chengdu-2017,小馨,Xiao Xin,female,unknown,"{""aliases"":[],""canonical_slug"":""xiao-xin-chengdu-2017"",""content"":[{""locale"":""zh-CN"",""summary"":""小馨是雌性大熊猫，2017年7月26日出生于成都大熊猫繁育研究基地，母亲为小丫头，初生体重115.4克；2017年9月参加基地新生幼仔集体亮相。"",""translation_status"":""approved""},{""locale"":""en"",""summary"":""Xiao Xin is a female giant panda born at the Chengdu Research Base on 2017-07-26 to mother Xiao Yatou, with a recorded birth weight of 115.4 g. She joined the Base's 2017 newborn cohort presentation."",""translation_status"":""approved""}],""cover_image_url"":""https://api.zhipanda.com/media/releases/2026.07.24.2/media-xiao-xin-chengdu-2017-d7629714a52880f0-w550.webp"",""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[{""alt_en"":""The 2017 Chengdu newborn cohort presentation; Xiao Xin belongs to this cohort"",""alt_zh"":""2017年成都基地新生幼仔集体亮相现场；小馨属于该批次"",""bytes"":40062,""credit"":""Chengdu Research Base of Giant Panda Breeding"",""derivatives"":[{""bytes"":31292,""height"":319,""kind"":""width-480"",""mime_type"":""image/webp"",""sha256"":""6e1e5a60dccffe35dc4d93c6c4bcf14cbec7a0581cda9b07f01dc6fb20e628c2"",""url"":""https://api.zhipanda.com/media/releases/2026.07.24.2/media-xiao-xin-chengdu-2017-d7629714a52880f0-w480.webp"",""width"":480},{""bytes"":40062,""height"":366,""kind"":""width-550"",""mime_type"":""image/webp"",""sha256"":""8b7fe6ed854ca563489beecef3aec37a1f8d2478f6bf5d105047efc25f578fbd"",""url"":""https://api.zhipanda.com/media/releases/2026.07.24.2/media-xiao-xin-chengdu-2017-d7629714a52880f0-w550.webp"",""width"":550}],""height"":366,""id"":""media-xiao-xin-chengdu-2017-d7629714a52880f0"",""mime_type"":""image/webp"",""panda_id"":""2a589b9f-1700-5b1e-8c2f-8203190da905"",""rights"":""All rights reserved"",""sha256"":""8b7fe6ed854ca563489beecef3aec37a1f8d2478f6bf5d105047efc25f578fbd"",""source_ids"":[""src_chengdu_newborns_2017_zh""],""source_url"":""https://www.panda.org.cn/cn/culture/activities/2023-08-23/8079.html"",""status"":""available"",""url"":""https://api.zhipanda.com/media/releases/2026.07.24.2/media-xiao-xin-chengdu-2017-d7629714a52880f0-w550.webp"",""width"":550}],""media_release"":{""display_mode"":""gallery"",""license_state"":""licensed"",""source_ids"":[""src_chengdu_newborns_2017_zh""]},""names"":[{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src_chengdu_newborns_2017_en"",""src_chengdu_newborns_2017_zh""],""value"":""小馨""},{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src_chengdu_newborns_2017_en"",""src_chengdu_newborns_2017_zh""],""value"":""Xiao Xin""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[{""locale"":""zh-CN"",""summary"":""补充官方母系关系、出生细节、事件时间线与收藏图片。""},{""locale"":""en"",""summary"":""Added official maternal lineage, birth details, timeline events, and collection media.""}],""sex"":""female""}"
2026.08.12.1,1.3.0,2a9ea183-560f-5235-9cb1-0357d15802d1,ji-xiao-jili-offspring-2019,绩笑,Ji Xiao,female,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-births-2019-jixiao-liuliu-shunshun-rounds974-992-local"",""src-panda-fr-births-2019-jixiao-location-rounds1727-1746-local"",""src-panda-fr-births-2019-jixiao-measurement-depth-round1440-local"",""src-panda-fr-births-2019-jixiao-relationship-round1213-local"",""src-panda-fr-jixiao-birth-event-rounds2027-2046-local"",""src-pandapia-jixiao-jili-offspring-2019-round428-local""],""value"":""Ji Xiao / 绩笑""},{""kind"":""alias"",""language"":""zh-Hans"",""primary"":false,""source_ids"":[""src-panda-fr-births-2019-jixiao-liuliu-shunshun-rounds974-992-local"",""src-panda-fr-births-2019-jixiao-location-rounds1727-1746-local"",""src-panda-fr-births-2019-jixiao-measurement-depth-round1440-local"",""src-panda-fr-births-2019-jixiao-relationship-round1213-local"",""src-panda-fr-jixiao-birth-event-rounds2027-2046-local"",""src-pandapia-jixiao-jili-offspring-2019-round428-local""],""value"":""绩笑 / Ji Xiao""}],""canonical_slug"":""ji-xiao-jili-offspring-2019"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-panda-fr-births-2019-jixiao-liuliu-shunshun-rounds974-992-local"",""src-panda-fr-births-2019-jixiao-location-rounds1727-1746-local"",""src-panda-fr-births-2019-jixiao-measurement-depth-round1440-local"",""src-panda-fr-births-2019-jixiao-relationship-round1213-local"",""src-panda-fr-jixiao-birth-event-rounds2027-2046-local"",""src-pandapia-jixiao-jili-offspring-2019-round428-local""],""value"":""Ji Xiao""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-panda-fr-births-2019-jixiao-liuliu-shunshun-rounds974-992-local"",""src-panda-fr-births-2019-jixiao-location-rounds1727-1746-local"",""src-panda-fr-births-2019-jixiao-measurement-depth-round1440-local"",""src-panda-fr-births-2019-jixiao-relationship-round1213-local"",""src-panda-fr-jixiao-birth-event-rounds2027-2046-local"",""src-pandapia-jixiao-jili-offspring-2019-round428-local""],""value"":""绩笑""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
2026.08.12.1,1.3.0,2ab64991-7b16-55ef-9f34-074a732d8268,ying-ying-hk,盈盈,Ying Ying,female,unknown,"{""aliases"":[{""kind"":""alias"",""language"":""en"",""primary"":false,""source_ids"":[""src-oceanpark-conservation-breeding-2026-local"",""src-oceanpark-current-panda-overview-2025-local"",""src-oceanpark-giant-panda-adventure-current-local"",""src-oceanpark-hk-twins-birth-2024-local"",""src-oceanpark-lele-mating-2021-local"",""src-oceanpark-panda-birthdays-2025-deep-local"",""src-oceanpark-twins-two-month-2024-local"",""src-wikimedia-commons-local-media-20260725"",""src-xinhua-hongkong-six-birthdays-2026-round22-local""],""value"":""ying-ying-hk""}],""canonical_slug"":""ying-ying-hk"",""content"":[],""cover_image_url"":null,""external_identifiers"":[],""legacy_slugs"":[],""life_status"":""unknown"",""media"":[],""media_release"":{""display_mode"":""designed_empty_state"",""license_state"":""no_licensed_media"",""source_ids"":[]},""names"":[{""kind"":""official_romanization"",""language"":""en"",""primary"":true,""source_ids"":[""src-oceanpark-conservation-breeding-2026-local"",""src-oceanpark-current-panda-overview-2025-local"",""src-oceanpark-giant-panda-adventure-current-local"",""src-oceanpark-hk-twins-birth-2024-local"",""src-oceanpark-lele-mating-2021-local"",""src-oceanpark-panda-birthdays-2025-deep-local"",""src-oceanpark-twins-two-month-2024-local"",""src-wikimedia-commons-local-media-20260725"",""src-xinhua-hongkong-six-birthdays-2026-round22-local""],""value"":""Ying Ying""},{""kind"":""official"",""language"":""zh-Hans"",""primary"":true,""source_ids"":[""src-oceanpark-conservation-breeding-2026-local"",""src-oceanpark-current-panda-overview-2025-local"",""src-oceanpark-giant-panda-adventure-current-local"",""src-oceanpark-hk-twins-birth-2024-local"",""src-oceanpark-lele-mating-2021-local"",""src-oceanpark-panda-birthdays-2025-deep-local"",""src-oceanpark-twins-two-month-2024-local"",""src-wikimedia-commons-local-media-20260725"",""src-xinhua-hongkong-six-birthdays-2026-round22-local""],""value"":""盈盈""}],""record_tier"":""identity_first_pass"",""revision_summaries"":[],""sex"":""female""}"
